Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Virtual Const Function,"i18n::phonenumbers::RE2RegExp::Consume(i18n::phonenumbers::RegExpInput *,bool,int *,int *,int *,int *,int *,int *)",,,,1,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,1,23,9,2,0,0,0,1,2,0,4,2,1,0,1,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Virtual Const Function,"i18n::phonenumbers::RE2RegExp::Match(const int &,bool,int *)",,,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,11,3,2,0,0,0,1,2,0,2,1,0,0,1,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Explicit Public Function,"i18n::phonenumbers::RE2RegExp::RE2RegExp(const int &)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Const Function,"i18n::phonenumbers::RE2RegExp::Replace(int *,bool,const int &)",,,,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,0,14,4,2,0,0,0,1,2,0,4,2,1,0,1,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Abstract Class,"i18n::phonenumbers::RE2RegExpFactory",0,2,0,1,12,0,1,1,1,1,2,0,2,0,1,2,0,,0,0,,,,,5,0,0,0,0,5,10,2,0,0,0,5,,13,1,12,4,0,0,0,0,,,,,6,6,0,0,,,,,,1,1,1,1,,1,0,,0,0.00,3,3,3,3
Public Const Function,"i18n::phonenumbers::RE2RegExpFactory::CreateInput(const int &)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::RE2RegExpFactory::CreateRegExp(const int &)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"i18n::phonenumbers::RE2RegExpFactory::~RE2RegExpFactory()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"i18n::phonenumbers::RE2RegExpInput",0,3,0,3,15,2,1,1,1,1,3,0,3,0,1,0,0,,0,0,,,,,8,0,0,0,0,8,11,1,0,0,0,8,,20,3,15,2,0,2,0,0,,,,,12,12,0,0,,,,,,1,1,1,1,,1,0,,0,0.13,3,3,3,3
Public Function,"i18n::phonenumbers::RE2RegExpInput::Data()",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Explicit Public Function,"i18n::phonenumbers::RE2RegExpInput::RE2RegExpInput(const int &)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::RE2RegExpInput::ToString()",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Abstract Class,"i18n::phonenumbers::RegExp",0,4,0,18,90,27,1,1,1,1,4,0,4,0,0,1,2,,0,0,,,,,19,0,0,0,0,19,19,17,0,0,0,19,,135,18,90,38,0,27,0,0,,,,,20,20,0,0,,,,,,1,1,1,1,,0,0,,0,0.30,15,15,15,15
Public Const Function,"i18n::phonenumbers::RegExp::Consume(i18n::phonenumbers::RegExpInput *)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::RegExp::Consume(i18n::phonenumbers::RegExpInput *,int *)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::RegExp::Consume(i18n::phonenumbers::RegExpInput *,int *,int *)",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,6,3,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::RegExp::Consume(i18n::phonenumbers::RegExpInput *,int *,int *,int *)",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,7,4,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::RegExp::Consume(i18n::phonenumbers::RegExpInput *,int *,int *,int *,int *)",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,7,4,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::RegExp::Consume(i18n::phonenumbers::RegExpInput *,int *,int *,int *,int *,int *)",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,8,5,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::RegExp::Consume(i18n::phonenumbers::RegExpInput *,int *,int *,int *,int *,int *,int *)",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,10,6,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::RegExp::FindAndConsume(i18n::phonenumbers::RegExpInput *,int *)",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,2,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::RegExp::FullMatch(const int &)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::RegExp::FullMatch(const int &,int *)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::RegExp::GlobalReplace(int *,const int &)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::RegExp::PartialMatch(const int &)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::RegExp::PartialMatch(const int &,int *)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::RegExp::Replace(int *,const int &)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"i18n::phonenumbers::RegExp::~RegExp()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"i18n::phonenumbers::RegExpCache",0,8,0,4,43,2,1,1,1,1,8,0,6,0,0,4,0,,0,0,,,,,5,2,2,0,0,5,5,0,0,2,0,3,,47,4,35,11,4,2,2,6,,,,,19,18,0,1,,,,,,1,1,1,1,,0,0,,70,0.06,3,3,3,3
Public Function,"i18n::phonenumbers::RegExpCache::GetRegExp(const int &)",,,,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,1,8,4,2,0,0,0,3,1,0,6,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Explicit Public Function,"i18n::phonenumbers::RegExpCache::RegExpCache(const i18n::phonenumbers::AbstractRegExpFactory &,size_t)",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,5,2,1,0,1,3,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::RegExpCache::~RegExpCache()",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,4,1,0,0,0,2,1,0,4,2,2,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"i18n::phonenumbers::RegExpInput",0,1,0,1,5,1,1,1,1,1,1,0,1,0,0,0,2,,0,0,,,,,3,0,0,0,0,3,3,1,0,0,0,3,,7,1,5,2,0,1,0,0,,,,,4,4,0,0,,,,,,1,1,1,1,,0,0,,0,0.20,1,1,1,1
Public Virtual Function,"i18n::phonenumbers::RegExpInput::~RegExpInput()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"i18n::phonenumbers::RegexBasedMatcher",0,7,0,5,42,2,1,1,1,1,7,0,7,0,1,2,0,,0,0,,,,,6,0,0,0,0,6,9,2,0,2,0,4,,49,5,42,14,2,2,0,0,,,,,17,13,0,4,,,,,,2,2,2,1,,1,1,,0,0.05,6,6,6,4
Public Const Function,"i18n::phonenumbers::RegexBasedMatcher::Match(const int &,const int &,bool)",,,,1,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,1,14,6,1,0,0,0,1,2,0,4,4,2,0,2,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::RegexBasedMatcher::MatchNationalNumber(const int &,const i18n::phonenumbers::PhoneNumberDesc &,bool)",,,,0,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,0,10,5,1,2,0,0,1,2,0,3,3,1,0,2,2,2,2,1,1,,,,,0,,1,0,,0.20,,,,
Public Function,"i18n::phonenumbers::RegexBasedMatcher::RegexBasedMatcher()",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"i18n::phonenumbers::RegexBasedMatcher::~RegexBasedMatcher()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"i18n::phonenumbers::RegionCode",0,3,0,1,9,1,1,1,1,1,3,0,3,0,0,0,0,,2,0,,,,,0,0,0,0,0,2,2,0,0,0,0,2,,11,1,9,3,2,1,0,0,,,,,5,3,0,2,,,,,,1,1,1,1,,0,0,,0,0.11,2,2,2,2
Public Static Function,"i18n::phonenumbers::RegionCode::GetUnknown()",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,2,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function,"i18n::phonenumbers::RegionCode::ZZ()",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Abstract Class Template,"i18n::phonenumbers::ResultCallback4",0,1,0,0,5,0,1,1,1,1,1,0,1,0,0,0,2,,0,0,,,,,2,0,0,0,0,2,2,0,0,0,0,2,,5,0,5,2,0,0,0,0,,,,,3,3,0,0,,,,,,1,1,1,1,,0,0,,0,0.00,1,1,1,1
Public Virtual Function,"i18n::phonenumbers::ResultCallback4::~ResultCallback4()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"i18n::phonenumbers::ShortNumberInfo",0,16,0,24,365,107,2,2,2,1,17,0,16,0,0,4,0,,0,0,,,,,21,1,1,0,0,21,21,17,0,2,0,19,,494,24,365,64,41,107,0,0,,,,,128,64,3,61,,,,,,8,8,8,8,,0,1,,95,0.29,49,47,49,35
Public Const Function,"i18n::phonenumbers::ShortNumberInfo::ConnectsToEmergencyNumber(const int &,const int &)",,,,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,2,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.20,,,,
Public Const Function,"i18n::phonenumbers::ShortNumberInfo::GetExampleShortNumber(const int &)",,,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,11,2,1,0,0,0,1,4,1,5,4,2,0,2,3,3,3,1,0,,,,,0,,1,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::ShortNumberInfo::GetExampleShortNumberForCost(const int &,ShortNumberInfo::ShortNumberCost)",,,,0,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,0,25,1,10,2,0,0,1,16,1,12,16,2,3,11,6,4,6,1,6,,,,,0,,1,0,,0.08,,,,
Public Const Function,"i18n::phonenumbers::ShortNumberInfo::GetExpectedCost(const i18n::phonenumbers::PhoneNumber &)",,,,0,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,0,36,4,3,1,0,0,1,3,0,16,6,2,0,4,3,3,3,1,1,,,,,0,,1,0,,0.03,,,,
Public Const Function,"i18n::phonenumbers::ShortNumberInfo::GetExpectedCostForRegion(const i18n::phonenumbers::PhoneNumber &,const int &)",,,,2,35,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,2,35,5,9,8,0,0,1,8,1,12,18,3,0,15,8,8,8,8,7,,,,,7,,1,7,,0.23,,,,
Public Const Function,"i18n::phonenumbers::ShortNumberInfo::GetMetadataForRegion(const int &)",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,9,2,0,0,0,0,1,2,0,3,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::ShortNumberInfo::GetRegionCodeForShortNumberFromRegionList(const i18n::phonenumbers::PhoneNumber &,const int &,int *)",,,,0,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,0,24,5,3,1,0,0,0,3,0,12,6,2,0,4,3,3,3,3,2,,,,,2,,1,2,,0.04,,,,
Public Const Function,"i18n::phonenumbers::ShortNumberInfo::IsCarrierSpecific(const i18n::phonenumbers::PhoneNumber &)",,,,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,0,13,4,0,0,0,0,1,1,0,8,3,3,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::ShortNumberInfo::IsCarrierSpecificForRegion(const i18n::phonenumbers::PhoneNumber &,const int &)",,,,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,0,13,4,1,0,0,0,1,2,0,5,4,2,0,2,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::ShortNumberInfo::IsEmergencyNumber(const int &,const int &)",,,,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,2,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.20,,,,
Public Const Function,"i18n::phonenumbers::ShortNumberInfo::IsPossibleShortNumber(const i18n::phonenumbers::PhoneNumber &)",,,,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,0,21,4,1,0,0,0,1,1,0,11,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::ShortNumberInfo::IsPossibleShortNumberForRegion(const i18n::phonenumbers::PhoneNumber &,const int &)",,,,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,0,17,5,3,0,0,0,1,3,0,7,7,3,0,4,3,3,3,3,2,,,,,2,,1,2,,0.00,,,,
Public Const Function,"i18n::phonenumbers::ShortNumberInfo::IsSmsServiceForRegion(const i18n::phonenumbers::PhoneNumber &,const int &)",,,,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,0,13,4,1,0,0,0,1,2,0,5,4,2,0,2,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::ShortNumberInfo::IsValidShortNumber(const i18n::phonenumbers::PhoneNumber &)",,,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,11,2,1,0,0,0,1,2,0,6,3,1,0,2,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::ShortNumberInfo::IsValidShortNumberForRegion(const i18n::phonenumbers::PhoneNumber &,const int &)",,,,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,0,21,6,4,0,0,0,1,4,1,9,10,4,0,6,4,4,4,4,3,,,,,3,,1,3,,0.00,,,,
Public Const Function,"i18n::phonenumbers::ShortNumberInfo::MatchesEmergencyNumberHelper(const int &,const int &,bool)",,,,0,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,0,19,5,2,4,0,0,1,3,0,8,7,3,0,4,3,3,3,3,2,,,,,2,,1,2,,0.21,,,,
Public Const Function,"i18n::phonenumbers::ShortNumberInfo::RegionDialingFromMatchesNumber(const i18n::phonenumbers::PhoneNumber &,const int &)",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,9,2,0,0,0,0,1,1,0,3,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::ShortNumberInfo::ShortNumberInfo()",,,,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,0,21,3,2,0,0,0,2,2,0,10,4,2,0,2,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"i18n::phonenumbers::ShortNumberInfo::~ShortNumberInfo()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::SimpleItoa(i18n::phonenumbers::int64)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::SimpleItoa(i18n::phonenumbers::uint64)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::SimpleItoa(int)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class Template,"i18n::phonenumbers::Singleton",0,1,0,4,24,1,1,1,1,1,1,0,1,0,0,0,0,,2,2,,,,,4,0,0,0,0,6,6,0,0,3,0,3,,28,4,24,5,0,1,0,0,,,,,11,11,0,0,,,,,,1,1,1,1,,0,0,,100,0.04,4,4,4,4
Class Template,"i18n::phonenumbers::Singleton",0,1,0,4,24,1,1,1,1,1,1,0,1,0,0,0,0,,2,2,,,,,4,0,0,0,0,6,6,0,0,3,0,3,,28,4,24,5,0,1,0,0,,,,,11,11,0,0,,,,,,1,1,1,1,,0,0,,100,0.04,4,4,4,4
Class Template,"i18n::phonenumbers::Singleton",0,1,0,2,15,0,1,1,1,1,1,0,1,0,0,1,0,,1,0,,,,,2,1,1,0,0,3,3,0,0,0,0,3,,17,2,15,4,0,0,0,0,,,,,6,6,0,0,,,,,,1,1,1,1,,0,0,,100,0.00,3,3,3,3
Class Template,"i18n::phonenumbers::Singleton",0,1,0,3,15,0,1,1,1,1,1,0,1,0,0,0,0,,2,0,,,,,2,0,0,0,0,4,4,0,0,1,0,3,,18,3,15,5,0,0,0,0,,,,,8,8,0,0,,,,,,1,1,1,1,,0,0,,0,0.00,4,4,4,4
Class Template,"i18n::phonenumbers::Singleton",0,1,0,3,16,1,1,1,1,1,1,0,1,0,0,0,0,,2,1,,,,,1,0,0,0,0,3,3,0,0,1,0,2,,19,3,16,4,0,1,0,0,,,,,7,7,0,0,,,,,,1,1,1,1,,0,0,,100,0.06,3,3,3,3
Public Static Function,"i18n::phonenumbers::Singleton::GetInstance()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function,"i18n::phonenumbers::Singleton::GetInstance()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function,"i18n::phonenumbers::Singleton::GetInstance()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function,"i18n::phonenumbers::Singleton::GetInstance()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function,"i18n::phonenumbers::Singleton::GetInstance()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Static Function,"i18n::phonenumbers::Singleton::Init()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Static Function,"i18n::phonenumbers::Singleton::Init()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Static Function,"i18n::phonenumbers::Singleton::Init()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Static Function,"i18n::phonenumbers::Singleton::Init()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::Singleton::Singleton()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::Singleton::Singleton()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::Singleton::Singleton()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::Singleton::Singleton()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"i18n::phonenumbers::Singleton::~Singleton()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"i18n::phonenumbers::Singleton::~Singleton()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"i18n::phonenumbers::Singleton::~Singleton()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"i18n::phonenumbers::Singleton::~Singleton()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
